results_url,competition_date,competition_type,competition_name,location,ligue,department,type,level
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280756,11/11,Cross,Cross des terres noires,La roche sur yon,P-L,85.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280964,17/11,Cross,Cross des jeunes de saint michel sport,Saint michel sur orge,I-F,91.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284661,17/11,Cross,Cross d'ouverture de fourmies,Fourmies,H-F,59.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285170,17/11,Cross,42ème cross du plan d'eau,Dompierre sur besbre,ARA,3.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285692,17/11,Cross,Cross du bois de florimond,Harnes,H-F,62.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286175,17/11,Cross,Cross de l' us saintes athlétisme,Saintes,N-A,17.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=299450,17/11,Cross,Championnats régionaux de relais cross u14-u16,Saran,CEN,45.0,Cham,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=300583,17/11,Cross,2nd cross de l'as fac,Le francois,MAR,972.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289706,17/11,Cross,Cross de chantilly,Chantilly,H-F,60.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288338,20-24/11,Cross,Festival du cross,Carhaix plouguer,BRE,29.0,,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280467,24/11,Cross,34ème cross d'aubagne,Aubagne,PCA,13.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284683,24/11,Cross,Cross de la ville de saint égrève - 30ème édition,Saint egreve,ARA,38.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284402,24/11,Cross,Cross de la seulles,Tilly sur seulles,NOR,14.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=299561,24/11,Cross,Championnats régionaux de relais cross u18-u20 et ttc,Amboise,CEN,37.0,,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=301196,27/11,Cross,Championnats de bretagne de cross ugsel,Pontivy,BRE,56.0,Cham,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=278861,01/12,Cross,Cross des iles,Cannes,PCA,6.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281181,01/12,Cross,60ème cross de bagnols sur ceze,Bagnols sur ceze,OCC,30.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283323,01/12,Cross,Cross d'echirolles - 7ème édition,Echirolles,ARA,38.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287946,01/12,Cross,Cross athle 632 plaisance du touch,Plaisance du touch,OCC,31.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288464,01/12,Cross,Grand cross de massy 2024,Massy,I-F,91.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288073,01/12,Cross,Cross de la cite,Carcassonne,OCC,11.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=296497,01/12,Cross,Championnats aura de relais cross,Echirolles,ARA,38.0,Cham,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=300849,01/12,Cross,Les foulées pédestre du sud,Saint esprit,MAR,972.0,Meet,Rég
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285804,11/02,Cross,Cross 1/2 finale région sud/ inter comités minimes,Fos sur mer,PCA,13.0,,Int
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281619,18/02,Cross,1/2 finale des championnats de france de cross-country,Aix les bains,ARA,73.0,,Int
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285982,18/02,Cross,1/2 finale des championnats de france de cross country,Saint james,NOR,50.0,,Int
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286816,18/02,Cross,1/2 finale des chpts de france de cross,Carcassonne,OCC,11.0,,Int
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289572,18/02,Cross,1/2 finale de cross des hauts-de-france,Arras,H-F,62.0,,Int
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281376,18/02,Cross,1/2 finale des championnats de france cross (i-f),Saint pierre les nemours,I-F,77.0,,Int
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285453,18/02,Cross,1/2 finale des championnats de france de cross,Chateauvillain,G-E,52.0,,Int
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287265,18/02,Cross,1/2 de finale des championnats de france u16-u18-u20-u23,Challans,P-L,85.0,,Int
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288121,18/02,Cross,1/2 finales lana,Cherves richemont,N-A,16.0,,Int
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=279600,19-21/01,Cross,Cross ouest france le mans,Le mans,P-L,72.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290247,03/02,Cross,Sirikwa cross country classics (ken),Eldoret (KEN),,,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290406,02/03,Cross,Championnats de france de cross-country ffsa,Cholet,P-L,49.0,,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287754,09-10/03,Cross,Championnats de france de cross-country,Le garric,OCC,81.0,,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288824,11/11,Cross,Challenge carrington,Louviers,NOR,27.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280757,11/11,Cross,Fuchey cross,Arnay le duc,BFC,21.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281504,11/11,Cross,Cross du courrier,Saint barthelemy d'anjou,P-L,49.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282568,11/11,Cross,52e cross national du 11-novembre,Chartres,CEN,28.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281491,13-17/11,Cross,Cross le maine libre allonnes sarthe,Allonnes,P-L,72.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=291291,16/11,Cross,Cross volvic elite 2024,Volvic,ARA,63.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287931,17/11,Cross,20ème cross rené arcuset,Montauban,OCC,82.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284488,17-18/11,Cross,Cross national bayard -13ème édition,Pontcharra,ARA,38.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=292029,23-24/11,Cross,Cross sud ouest,Gujan mestras,N-A,33.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285085,24/11,Cross,Cross international hubert andre,Carmaux,OCC,81.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285172,24/11,Cross,Cross du grand paris sud,Lisses,I-F,91.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288239,01/12,Cross,Cross national des mureaux ile de france,Verneuil sur seine,I-F,78.0,Meet,Nat
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=301128,05/12,Cross,Championnats de france ff sport u de cross-country,Montauban,OCC,82.0,Cham,Nat
