results_url,competition_date,competition_type,competition_name,location,ligue,department,type,level
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286016,13/01,Cross,Cd60 - kid's cross - cauffry,Cauffry,H-F,060,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282032,13-14/01,Cross,Départementaux de cross 58,Nevers,BFC,058,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284963,13-14/01,Cross,Championnats départementaux de cross-country 2023-2024,Opio,PCA,006,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287909,13-14/01,Cross,Championnats de l'essonne de cross,Les ulis,I-F,091,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281169,14/01,Cross,Départementaux de cross-country cd14,Caen,NOR,014,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282580,14/01,Cross,Championnat départemental de cross country cda76,Forges les eaux,NOR,076,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285060,14/01,Cross,Départementaux de cross 22,Langueux,BRE,022,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285494,14/01,Cross,Déptx de cross long et jeunes,Pre en pail,P-L,053,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282941,14/01,Cross,Championnats departementaux de cross cd 47,Villeneuve sur lot,N-A,047,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284035,14/01,Cross,Championnats du tarn de cross 2024,Albi,OCC,081,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285413,14/01,Cross,Departementaux de cross,Dreux,CEN,028,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=273096,14/01,Cross,Championnats départementaux de cross du var,Ollieres,PCA,083,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280716,14/01,Cross,Départementaux de cross 25 et 39 - cross du grillon,Dannemarie sur crete,BFC,025,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283249,14/01,Cross,Départementaux de cross 71,Chalon sur saone,BFC,071,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284083,14/01,Cross,Championnat d'allier de cross,Montlucon,ARA,003,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=279944,14/01,Cross,Championnat départemental de cross (yonne),Venoy,BFC,089,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280866,14/01,Cross,Championnats de haute-saone de cross,Vaivre et montoille,BFC,070,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281675,14/01,Cross,Départementaux de cross 21,Dijon,BFC,021,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281823,14/01,Cross,Championnat drome ardèche de cross,Valence,ARA,026,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282178,14/01,Cross,Cross de limoux,Limoux,OCC,011,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283600,14/01,Cross,Championnats cea zone est de cross contry,Neuf brisach,G-E,068,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284417,14/01,Cross,Challenge guy petard,Perignat les sarlieve,ARA,063,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284494,14/01,Cross,Championnat départemental de cross,Castelsarrasin,OCC,082,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285544,14/01,Cross,Championnat de la loire de cross-country,Villars,ARA,042,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282905,14/01,Cross,Championnats départementaux de cross-country,Coulounieix chamiers,N-A,024,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283234,14/01,Cross,Championnats ille et vilaine de cross country,Saint onen la chapelle,BRE,035,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285634,14/01,Cross,Championnats départementaux de cross,La pommeraye,P-L,049,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285711,14/01,Cross,Chpts départ.de cross court et cross relais u18 et +,Reze,P-L,044,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285769,14/01,Cross,Championnat de cross gironde 2024 et pouss'cross ea po,Merignac,N-A,033,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286073,14/01,Cross,Départementaux de cross 09,Pamiers,OCC,009,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286101,14/01,Cross,Championnats departementaux de cross country,Arnage,P-L,072,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286184,14/01,Cross,Championnats dep de cross long  de seine saint denis,Stains,I-F,093,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286211,14/01,Cross,Kid'cross départementaux 73/74,Albertville,ARA,073,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285992,14/01,Cross,Départementaux de cross 17,Cabariot,N-A,017,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286341,14/01,Cross,Chpts 95 cross,Argenteuil,I-F,095,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287296,14/01,Cross,Chpt départemental de cross du gers,L'isle de noe,OCC,032,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287757,14/01,Cross,Championnat de correze de cross,Aubazines,N-A,019,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287993,14/01,Cross,Championnats départementaux 73/74  de cross-country,Albertville,ARA,073,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286351,14/01,Cross,Départementaux de cross cda 45 + sdis 45,Montargis,CEN,045,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286454,14/01,Cross,Championnats départementaux de cross (69) à anse,Anse,ARA,069,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287081,14/01,Cross,Championnats aveyron cross country,Villefranche de rouergue,OCC,012,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288020,14/01,Cross,Championnat departemental de cross,Belfort,BFC,090,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286391,14/01,Cross,Kid cross limoux 2024,Limoux,OCC,011,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287638,14/01,Cross,Championnats de l'isère de cross-country,Saint marcellin,ARA,038,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287833,14/01,Cross,Cross départemental cd 40 et cd 64,Capbreton,N-A,040,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286396,14/01,Cross,Championnat départemental de cross de l'herault,Saint mathieu de treviers,OCC,034,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287847,14/01,Cross,Championnats départementaux 37 cross-country,Chambray les tours,CEN,037,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287970,14/01,Cross,Départementaux de cross,Ruelle sur touvre,N-A,016,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288033,14/01,Cross,Championnats de la manche de cross,Sourdeval,NOR,050,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288096,14/01,Cross,Départementaux de cross - épreuves annexes : open et mar,Vernon,NOR,027,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288256,14/01,Cross,Championnats départementaux de cross country,Rousson,OCC,030,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288235,14/01,Cross,Championnats départementaux 92 et 75,Chaville,I-F,092,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288111,14/01,Cross,Championnat départemental val de marne,Champigny sur marne,I-F,094,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288170,14/01,Cross,Championnat du vaucluse de cross,Valence,ARA,026,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288265,14/01,Cross,Championnats de seine saint denis  de cross court,Stains,I-F,093,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288489,14/01,Cross,Départementaux 13 de cross,Marignane,PCA,013,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288483,14/01,Cross,Kids cross eveils st esteve 2024,Saint esteve,OCC,066,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288095,14/01,Cross,Départementaux de cross 27,Vernon,NOR,027,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288109,14/01,Cross,"Cross de muret, ch dep 31 cross",Muret,OCC,031,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288174,14/01,Cross,Départementaux de cross country,Verneuil sur seine,I-F,078,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288482,14/01,Cross,Departementaux de cross country et marche nordique 2024,Saint esteve,OCC,066,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288506,14/01,Cross,Championnat départemental de cross-country,Brinay,CEN,018,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288513,14/01,Cross,Championnats 77 de cross tc,Pontault combault,I-F,077,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288794,14/01,Cross,Championnats départementaux de cross-country,Romorantin lanthenay,CEN,041,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290431,14/01,Cross,Kids cross,Marignane,PCA,013,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289200,14/01,Cross,Kid cross ea du muret ac,Muret,OCC,031,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288596,14/01,Cross,Championnat du finistère de cross-country,Quimper,BRE,029,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288841,14/01,Cross,Animation cross,Pre en pail,P-L,053,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288512,14/01,Cross,Départementaux 79,Saint martin de sanzay,N-A,079,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289078,14/01,Cross,Cross departemental creusois,Champagnat,N-A,023,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289103,14/01,Cross,Championnats départementaux 75,Chaville,I-F,092,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289105,15/01,Cross,Cross de l'aj bastia,Bastia,COR,202,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285567,20/01,Cross,Cross de saint-gence,Saint gence,N-A,087,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287919,20/01,Cross,Kid's cross,Saint nazaire,P-L,044,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287082,20/01,Cross,Cross des jeunes challenge cd aveyron j5,Saint affrique,OCC,012,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287110,20/01,Cross,Trophée de l'avenir 2024 - 2ème journée,Vielmur sur agout,OCC,081,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287832,20/01,Cross,Cross de la chatre,La chatre,CEN,036,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289106,20/01,Cross,Kid cross de saint gely,Saint clement de riviere,OCC,034,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288844,20/01,Cross,Cross départemental,Villeneuve la garenne,I-F,092,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280637,21/01,Cross,Cross/trail xxs découverte des castors,Florange,G-E,057,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285476,21/01,Cross,Poussinade de cross de l'uacg-,Floirac,N-A,033,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286025,21/01,Cross,Cross de saint georges de mons,Saint georges de mons,ARA,063,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287299,21/01,Cross,Challenge hivernal ea-po-be l'isle-jourdain,L'isle jourdain,OCC,032,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287207,21/01,Cross,Cross bois notre dame,Auterive,OCC,031,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288490,21/01,Cross,Championnats de l'aisne de cross country,Villers cotterets,H-F,002,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286237,24/01,Cross,Challenge endurance ea po,Tourcoing,H-F,059,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285658,27/01,Cross,Championnat du nord de cross ea/po/be/mi zone métropole/,Gravelines,H-F,059,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285935,27/01,Cross,Kids cross eveils,Rouen,NOR,076,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281155,28/01,Cross,Cross du vallon sauvage,Cherbourg en cotentin,NOR,050,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284542,28/01,Cross,Cross du houssay - spay,Spay,P-L,072,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285661,28/01,Cross,Championnat du nord de cross jeunes zone valenciennois e,Raismes,H-F,059,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281017,28/01,Cross,Cross les galopades,Orvault,P-L,044,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283190,28/01,Cross,Cross de bedanne,Tourville la riviere,NOR,076,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282910,28/01,Cross,Championnat de corse de cross - memorial a. lemoal,Ajaccio,COR,201,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286617,28/01,Cross,Départementaux de cross du pas de calais,Maisnil les ruitz,H-F,062,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286724,28/01,Cross,Cd60 - championnats de l'oise de cross-country,Meru,H-F,060,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287046,28/01,Cross,Kid's cross,Rupt sur moselle,G-E,088,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288903,28/01,Cross,Championnat departemental de cross de la somme,Abbeville,H-F,080,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289101,28/01,Cross,Kid's cross,Lau balagnas,OCC,065,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289223,02/02,Cross,Cross des uniformes de normandie,Saint-lo,NOR,050,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284290,03/02,Cross,4è rohsy cross,Morsbronn les bains,G-E,067,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287083,03/02,Cross,Finlale challenge cross cd aveyron,Villefranche de panat,OCC,012,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287297,03/02,Cross,Challenge hivernal ea-po-be condom,Condom,OCC,032,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287112,03/02,Cross,Trophée de l'avenir 2024 - 3ème journée,Labruguiere,OCC,081,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287920,03/02,Cross,Kid's cross,Pontchateau,P-L,044,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289107,03/02,Cross,Kid cross de lunel,Lunel,OCC,034,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289153,03/02,Cross,Kid cross,Hericourt,BFC,070,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=278612,04/02,Cross,Cross de l'amicale,Troyes,G-E,010,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285019,04/02,Cross,Cross de la sabliere,Viroflay,I-F,078,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286262,04/02,Cross,Cross de la fraternelle de chateau gaillard    à iloa  q,Thiers,ARA,063,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286561,04/02,Cross,Cross des jeunes,Saint germain du bel air,OCC,046,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287017,04/02,Cross,Cross de nouzonville,Nouzonville,G-E,008,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288896,04/02,Cross,Kid cross des geules noires,La ricamarie,ARA,042,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288860,07/02,Cross,Cross ea/po,Rueil malmaison,I-F,092,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286087,10/02,Cross,Cross fsgt à argentan,Argentan,NOR,061,Meet,Dép
